Bairros;Valores;Informações;Descricao
"Blumenau, Velha
Cód.: 1946";R$ 750.000,00;"4 quartos
1 suíte
2 vagas
198,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (1 suíte) e 198 m² - 1946
"Blumenau, Jardim Blumenau
Cód.: AP0067";R$ 1.700.000,00;"2 quartos
2 suítes
2 vagas
125,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 2 Dormitórios (2 suítes) e 125 m² - AP0067
"Blumenau, Garcia
Cód.: 4191905";R$ 550.000,00;"2 quartos
1 suíte
1 vaga
82,3 m²";Casa no Bairro Garcia em Blumenau com 2 Dormitórios (1 suíte) e 82.32 m² - 4191905
"Blumenau, Velha
Cód.: 6312089";R$ 599.000,00;"2 quartos
1 suíte
2 vagas
71,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (1 suíte) e 71 m² - 6312089
"Blumenau, Velha
Cód.: AP07871V";R$ 749.000,00;"3 quartos
1 suíte
2 vagas
92,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 92 m² - AP07871V
"Blumenau, Testo Salto
Cód.: 4590";R$ 459.000,00;"3 quartos
1 suíte
2 vagas
169,0 m²";Casa no Bairro Testo Salto em Blumenau com 3 Dormitórios (1 suíte) e 169 m² - 4590
"Blumenau, Garcia
Cód.: 034";R$ 470.000,00;"3 quartos
1 suíte
1 vaga
90,3 m²";Apartamento no Bairro Garcia em Blumenau com 3 Dormitórios (1 suíte) e 90.29 m² - 034
"Blumenau, Água Verde
Cód.: 1593";R$ 630.000,00;"3 quartos
1 suíte
2 vagas
147,0 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 147 m² - 1593
"Blumenau, Escola Agrícola
Cód.: 6570937";R$ 670.000,00;"3 quartos
1 suíte
3 vagas
118,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 118 m² - 6570937
"Blumenau, Itoupava Central
Cód.: AP2483";R$ 340.000,00;"2 quartos
1 vaga
64,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 64 m² - AP2483
"Blumenau, Itoupava Seca
Cód.: AP2146";R$ 200.200,00;"1 quarto
1 vaga
23,0 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 1 Dormitórios e 23 m² - AP2146
"Blumenau, Garcia
Cód.: 1336259";R$ 990.000,00;"4 quartos
1 suíte
4 vagas
288,0 m²";Casa no Bairro Garcia em Blumenau com 4 Dormitórios (1 suíte) e 288 m² - 1336259
"Blumenau, Victor Konder
Cód.: AP2306";R$ 920.000,00;"3 quartos
3 suítes
3 vagas
103,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 103 m² - AP2306
"Blumenau, Itoupava Central
Cód.: 2026";R$ 318.000,00;"2 quartos
1 vaga
54,7 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 54.68 m² - 2026
"Blumenau, Vila Nova
Cód.: 5520121";R$ 510.000,00;"2 quartos
2 suítes
1 vaga
77,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 2 Dormitórios (2 suítes) e 77 m² - 5520121
"Blumenau, Itoupava Central
Cód.: 35719579";R$ 380.000,00;"2 quartos
1 vaga
87,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 87 m² - 35719579
"Blumenau, Salto Norte
Cód.: CA1764";R$ 899.000,00;"4 quartos
1 suíte
2 vagas
279,0 m²";Casa no Bairro Salto Norte em Blumenau com 4 Dormitórios (1 suíte) e 279 m² - CA1764
"Blumenau, Fortaleza
Cód.: 5520106";R$ 349.000,00;"2 quartos
1 suíte
1 vaga
82,0 m²";Apartamento no Bairro Fortaleza em Blumenau com 2 Dormitórios (1 suíte) e 82 m² - 5520106
"Blumenau, Velha
Cód.: 4191864";R$ 749.900,00;"3 quartos
1 suíte
2 vagas";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) - 4191864
"Blumenau, Vila Nova
Cód.: 3332";R$ 290.000,00;"2 quartos
1 vaga";Apartamento no Bairro Vila Nova em Blumenau com 2 Dormitórios - 3332
"Blumenau, Velha
Cód.: 6350150";R$ 459.000,00;"2 quartos
2 suítes
2 vagas
90,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 90 m² - 6350150
"Blumenau, Itoupava Seca
Cód.: AP2374";R$ 500.000,00;"2 quartos
1 suíte
2 vagas
77,0 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 2 Dormitórios (1 suíte) e 77 m² - AP2374
"Blumenau, Itoupava Central
Cód.: 4191805";R$ 349.000,00;"2 quartos
2 vagas
70,2 m²";Casa no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 70.24 m² - 4191805
"Blumenau, Escola Agrícola
Cód.: AP2325";R$ 730.000,00;"3 quartos
3 suítes
2 vagas
104,0 m²";Apartamento no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (3 suítes) e 104 m² - AP2325
"Blumenau, Itoupava Central
Cód.: 4652014";R$ 375.000,00;"3 quartos
1 suíte
2 vagas
108,0 m²";Casa no Bairro Itoupava Central em Blumenau com 3 Dormitórios (1 suíte) e 108 m² - 4652014
"Blumenau, Itoupava Central
Cód.: SO0476";R$ 399.000,00;"2 quartos
2 suítes
2 vagas
84,0 m²";Casa no Bairro Itoupava Central em Blumenau com 2 Dormitórios (2 suítes) e 84 m² - SO0476
"Blumenau, Água Verde
Cód.: 4191819";R$ 1.100.000,00;"3 quartos
3 suítes
2 vagas
204,3 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (3 suítes) e 204.28 m² - 4191819
"Blumenau, Água Verde
Cód.: 6005362";R$ 359.000,00;"2 quartos
1 suíte
1 vaga
78,0 m²";Apartamento no Bairro Água Verde em Blumenau com 2 Dormitórios (1 suíte) e 78 m² - 6005362
"Blumenau, Água Verde
Cód.: 2012";R$ 289.000,00;"2 quartos
1 vaga
57,0 m²";Apartamento no Bairro Água Verde em Blumenau com 2 Dormitórios e 57 m² - 2012
"Blumenau, Velha Grande
Cód.: 4191781";R$ 280.000,00;"2 quartos
1 vaga
66,7 m²";Apartamento no Bairro Velha Grande em Blumenau com 2 Dormitórios e 66.68 m² - 4191781
"Blumenau, Victor Konder
Cód.: AP1769";R$ 590.000,00;"2 quartos
1 suíte
1 vaga
68,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 2 Dormitórios (1 suíte) e 68 m² - AP1769
"Blumenau, Victor Konder
Cód.: AP0424";R$ 380.000,00;"1 quarto
1 vaga
45,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 1 Dormitórios e 45 m² - AP0424
"Blumenau, Victor Konder
Cód.: 5520104";R$ 380.000,00;"1 quarto
1 vaga
39,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 1 Dormitórios e 39 m² - 5520104
"Blumenau, Itoupava Central
Cód.: AP0130";R$ 306.000,00;"2 quartos
1 suíte
1 vaga
54,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios (1 suíte) e 54 m² - AP0130
"Blumenau, Itoupava Central
Cód.: 4660338";R$ 280.000,00;"2 quartos
1 vaga
62,0 m²";Apartamento no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 62 m² - 4660338
"Blumenau, Centro
Cód.: AP1745";R$ 395.000,00;"1 quarto
1 vaga
54,0 m²";Apartamento no Bairro Centro em Blumenau com 1 Dormitórios e 54 m² - AP1745
"Blumenau, Itoupava Norte
Cód.: 4191854";R$ 280.000,00;"3 quartos
1 vaga
80,1 m²";Apartamento no Bairro Itoupava Norte em Blumenau com 3 Dormitórios e 80.12 m² - 4191854
"Blumenau, Victor Konder
Cód.: CA0314-V";R$ 1.100.000,00;"3 quartos
1 suíte
5 vagas
276,0 m²";Casa no Bairro Victor Konder em Blumenau com 3 Dormitórios (1 suíte) e 276 m² - CA0314-V
"Blumenau, Itoupava Central
Cód.: 1952";R$ 348.990,00;"2 quartos
2 vagas
64,9 m²";Casa no Bairro Itoupava Central em Blumenau com 2 Dormitórios e 64.9 m² - 1952
"Blumenau, Água Verde
Cód.: CA340";R$ 650.000,00;"4 quartos
1 suíte
2 vagas
238,0 m²";Casa no Bairro Água Verde em Blumenau com 4 Dormitórios (1 suíte) e 238 m² - CA340
"Blumenau, Fortaleza
Cód.: 4191862";R$ 349.000,00;"2 quartos
1 suíte
1 vaga
82,0 m²";Apartamento no Bairro Fortaleza em Blumenau com 2 Dormitórios (1 suíte) e 82 m² - 4191862
"Blumenau, Itoupava Seca
Cód.: AP07965V";R$ 325.000,00;"1 quarto
1 vaga
40,8 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 1 Dormitórios e 40.83 m² - AP07965V
"Blumenau, Vorstadt
Cód.: AP0620";R$ 370.000,00;"2 quartos
1 suíte
1 vaga
68,0 m²";Apartamento no Bairro Vorstadt em Blumenau com 2 Dormitórios (1 suíte) e 68 m² - AP0620
"Blumenau, Garcia
Cód.: 5007071";R$ 450.000,00;"3 quartos
1 suíte
1 vaga
230,6 m²";Casa no Bairro Garcia em Blumenau com 3 Dormitórios (1 suíte) e 230.55 m² - 5007071
"Blumenau, Água Verde
Cód.: AP6221";R$ 595.000,00;"2 quartos
1 suíte
1 vaga
68,0 m²";Apartamento no Bairro Água Verde em Blumenau com 2 Dormitórios (1 suíte) e 68 m² - AP6221
"Blumenau, Velha
Cód.: AP6228";R$ 898.000,00;"2 quartos
1 suíte
2 vagas
103,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (1 suíte) e 103 m² - AP6228
"Blumenau, Salto Norte
Cód.: 4191770";R$ 450.000,00;"3 quartos
3 vagas
117,0 m²";Casa no Bairro Salto Norte em Blumenau com 3 Dormitórios e 117 m² - 4191770
"Blumenau, Ribeirão Fresco
Cód.: AP1430";R$ 255.000,00;"2 quartos
1 vaga
48,0 m²";Apartamento no Bairro Ribeirão Fresco em Blumenau com 2 Dormitórios e 48 m² - AP1430
"Blumenau, Velha Central
Cód.: 4651571";R$ 266.000,00;"3 quartos
1 vaga
77,0 m²";Apartamento no Bairro Velha Central em Blumenau com 3 Dormitórios e 77 m² - 4651571
"Blumenau, Salto Norte
Cód.: SO0431";R$ 320.000,00;"3 quartos
1 vaga
68,0 m²";Casa no Bairro Salto Norte em Blumenau com 3 Dormitórios e 68 m² - SO0431
"Blumenau, Velha
Cód.: CA1590";R$ 980.000,00;"3 quartos
1 suíte
2 vagas
150,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 150 m² - CA1590
"Blumenau, Velha
Cód.: 2032";R$ 1.750.000,00;"3 quartos
1 suíte
2 vagas
395,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 395 m² - 2032
"Blumenau, Passo Manso
Cód.: 6570970";R$ 565.000,00;"3 quartos
1 suíte
2 vagas
129,0 m²";Casa no Bairro Passo Manso em Blumenau com 3 Dormitórios (1 suíte) e 129 m² - 6570970
"Blumenau, Centro
Cód.: 2200";R$ 890.000,00;"3 quartos
1 suíte
2 vagas
204,0 m²";Apartamento no Bairro Centro em Blumenau com 3 Dormitórios (1 suíte) e 204 m² - 2200
"Blumenau, Escola Agrícola
Cód.: 41";R$ 890.000,00;"3 quartos
1 suíte
3 vagas
222,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 222 m² - 41
"Blumenau, Fortaleza
Cód.: 931";R$ 509.000,00;"3 quartos
1 suíte
1 vaga
71,0 m²";Apartamento no Bairro Fortaleza em Blumenau com 3 Dormitórios (1 suíte) e 71 m² - 931
"Blumenau, Velha
Cód.: AP6052";R$ 780.000,00;"2 quartos
1 suíte
2 vagas
89,0 m²";Apartamento no Bairro Velha em Blumenau com 2 Dormitórios (1 suíte) e 89 m² - AP6052
"Blumenau, Fortaleza
Cód.: 1578";R$ 918.000,00;"3 quartos
1 suíte
2 vagas
178,0 m²";Casa no Bairro Fortaleza em Blumenau com 3 Dormitórios (1 suíte) e 178 m² - 1578
"Blumenau, Itoupavazinha
Cód.: 1168";R$ 950.000,00;"3 quartos
1 suíte
2 vagas
268,0 m²";Casa no Bairro Itoupavazinha em Blumenau com 3 Dormitórios (1 suíte) e 268 m² - 1168
"Blumenau, Itoupava Norte
Cód.: 1442";R$ 1.100.000,00;"3 quartos
1 suíte
3 vagas
250,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 3 Dormitórios (1 suíte) e 250 m² - 1442
"Blumenau, Jardim Blumenau
Cód.: AP0144";R$ 1.590.000,00;"3 quartos
3 suítes
3 vagas
164,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (3 suítes) e 164 m² - AP0144
"Blumenau, Itoupava Central
Cód.: 2052";R$ 1.850.000,00;"3 quartos
1 suíte
4 vagas
221,0 m²";Casa no Bairro Itoupava Central em Blumenau com 3 Dormitórios (1 suíte) e 221 m² - 2052
"Blumenau, Água Verde
Cód.: 1984";R$ 599.000,00;"3 quartos
1 suíte
2 vagas
106,0 m²";Apartamento no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 106 m² - 1984
"Blumenau, Itoupava Seca
Cód.: AP0214";R$ 847.000,00;"3 quartos
3 suítes
3 vagas
101,9 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 3 Dormitórios (3 suítes) e 101.94 m² - AP0214
"Blumenau, Vila Nova
Cód.: 1796";R$ 430.000,00;"1 quarto
1 vaga
50,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 1 Dormitórios e 50 m² - 1796
"Blumenau, Fortaleza
Cód.: Prime Park 102";R$ 463.539,11;"3 quartos
1 suíte
2 vagas
70,8 m²";Apartamento no Bairro Fortaleza em Blumenau com 3 Dormitórios (1 suíte) e 70.77 m² - Prime Park 102
"Blumenau, Salto Norte
Cód.: 2102";R$ 495.000,00;"3 quartos
1 suíte
2 vagas
84,0 m²";Apartamento no Bairro Salto Norte em Blumenau com 3 Dormitórios (1 suíte) e 84 m² - 2102
"Blumenau, Escola Agrícola
Cód.: 544";R$ 597.000,00;"3 quartos
1 suíte
2 vagas
150,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 150 m² - 544
"Blumenau, Velha
Cód.: 3478825";R$ 614.999,00;"3 quartos
1 suíte
2 vagas
86,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 86 m² - 3478825
"Blumenau, Fortaleza
Cód.: 1802";R$ 640.000,00;"2 quartos
1 suíte
2 vagas
78,0 m²";Apartamento no Bairro Fortaleza em Blumenau com 2 Dormitórios (1 suíte) e 78 m² - 1802
"Blumenau, Velha
Cód.: AP0582";R$ 669.000,00;"3 quartos
3 suítes
2 vagas
109,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 109 m² - AP0582
"Blumenau, Vila Nova
Cód.: SB-35";R$ 720.000,00;"3 quartos
3 suítes
2 vagas
111,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 111 m² - SB-35
"Blumenau, Vila Nova
Cód.: AP0564";R$ 790.000,00;"3 quartos
2 suítes
2 vagas
97,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (2 suítes) e 97 m² - AP0564
"Blumenau, Água Verde
Cód.: 1931";R$ 790.000,00;"3 quartos
1 suíte
2 vagas
120,0 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 120 m² - 1931
"Blumenau, Salto Norte
Cód.: 156";R$ 798.000,00;"3 quartos
1 suíte
6 vagas
249,0 m²";Casa no Bairro Salto Norte em Blumenau com 3 Dormitórios (1 suíte) e 249 m² - 156
"Blumenau, Jardim Blumenau
Cód.: AP0220";R$ 880.000,00;"3 quartos
3 suítes
2 vagas
172,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (3 suítes) e 172 m² - AP0220
"Blumenau, Vila Nova
Cód.: 1797";R$ 900.000,00;"3 quartos
3 suítes
2 vagas
143,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 143 m² - 1797
"Blumenau, Escola Agrícola
Cód.: 1779";R$ 950.000,00;"3 quartos
1 suíte
2 vagas
160,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 160 m² - 1779
"Blumenau, Tribess
Cód.: 2088";R$ 950.000,00;"3 quartos
1 suíte
3 vagas
210,0 m²";Casa no Bairro Tribess em Blumenau com 3 Dormitórios (1 suíte) e 210 m² - 2088
"Blumenau, Nova Esperança
Cód.: 1594";R$ 1.100.000,00;"4 quartos
1 suíte
2 vagas
420,0 m²";Casa no Bairro Nova Esperança em Blumenau com 4 Dormitórios (1 suíte) e 420 m² - 1594
"Blumenau, Velha
Cód.: 603";R$ 1.150.000,00;"3 quartos
1 suíte
2 vagas
161,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 161 m² - 603
"Blumenau, Victor Konder
Cód.: 1570";R$ 1.180.000,00;"4 quartos
4 suítes
3 vagas
226,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 4 Dormitórios (4 suítes) e 226 m² - 1570
"Blumenau, Garcia
Cód.: 319";R$ 1.225.000,00;"5 quartos
2 suítes
6 vagas
367,0 m²";Casa no Bairro Garcia em Blumenau com 5 Dormitórios (2 suítes) e 367 m² - 319
"Blumenau, Escola Agrícola
Cód.: CASA-RP455";R$ 1.300.000,00;"3 quartos
1 suíte
3 vagas
419,4 m²";Casa no Bairro Escola Agrícola em Blumenau com 3 Dormitórios (1 suíte) e 419.35 m² - CASA-RP455
"Blumenau, Jardim Blumenau
Cód.: 33";R$ 1.346.000,00;"3 quartos
3 suítes
2 vagas
154,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (3 suítes) e 154 m² - 33
"Blumenau, Victor Konder
Cód.: 1783";R$ 1.500.000,00;"3 quartos
3 suítes
2 vagas
155,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 3 Dormitórios (3 suítes) e 155 m² - 1783
"Blumenau, Belchior Central
Cód.: 747";R$ 1.500.000,00;"3 quartos
3 suítes
4 vagas
279,0 m²";Casa no Bairro Belchior Central em Blumenau com 3 Dormitórios (3 suítes) e 279 m² - 747
"Blumenau, Centro
Cód.: CO0034";R$ 1.600.000,00;"2 quartos
2 suítes
2 vagas
124,0 m²";Apartamento no Bairro Centro em Blumenau com 2 Dormitórios (2 suítes) e 124 m² - CO0034
"Blumenau, Centro
Cód.: 2069";R$ 1.800.000,00;"4 quartos
1 suíte
2 vagas
360,0 m²";Casa no Bairro Centro em Blumenau com 4 Dormitórios (1 suíte) e 360 m² - 2069
"Blumenau, Badenfurt
Cód.: CA0033";R$ 1.890.000,00;"3 quartos
1 suíte
4 vagas
520,0 m²";Casa no Bairro Badenfurt em Blumenau com 3 Dormitórios (1 suíte) e 520 m² - CA0033
"Blumenau, Vorstadt
Cód.: 1986";R$ 1.950.000,00;"3 quartos
1 suíte
2 vagas
215,0 m²";Casa no Bairro Vorstadt em Blumenau com 3 Dormitórios (1 suíte) e 215 m² - 1986
"Blumenau, Velha
Cód.: CA1660";R$ 1.950.000,00;"3 quartos
1 suíte
2 vagas
283,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 283 m² - CA1660
"Blumenau, Vila Nova
Cód.: AP6105";R$ 2.000.000,00;"3 quartos
3 suítes
2 vagas
125,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 125 m² - AP6105
"Blumenau, Escola Agrícola
Cód.: 2064";R$ 2.250.000,00;"4 quartos
3 suítes
4 vagas
327,0 m²";Casa no Bairro Escola Agrícola em Blumenau com 4 Dormitórios (3 suítes) e 327 m² - 2064
"Blumenau, Itoupava Norte
Cód.: 1374";R$ 2.300.000,00;"3 quartos
2 suítes
4 vagas
402,0 m²";Casa no Bairro Itoupava Norte em Blumenau com 3 Dormitórios (2 suítes) e 402 m² - 1374
"Blumenau, Itoupava Seca
Cód.: CA1582";R$ 2.980.000,00;"4 quartos
4 suítes
4 vagas
301,0 m²";Casa no Bairro Itoupava Seca em Blumenau com 4 Dormitórios (4 suítes) e 301 m² - CA1582
"Blumenau, Ponta Aguda
Cód.: casa-ponta-aguda-91";R$ 5.800.000,00;"4 quartos
4 suítes
4 vagas
617,6 m²";Casa no Bairro Ponta Aguda em Blumenau com 4 Dormitórios (4 suítes) e 617.62 m² - casa-ponta-aguda-91
"Blumenau, Velha
Cód.: CA0678";R$ 6.500.000,00;"4 quartos
3 suítes
6 vagas
754,0 m²";Casa no Bairro Velha em Blumenau com 4 Dormitórios (3 suítes) e 754 m² - CA0678
"Blumenau, Tribess
Cód.: 2169";R$ 850.000,00;"3 quartos
1 suíte
2 vagas
195,0 m²";Casa no Bairro Tribess em Blumenau com 3 Dormitórios (1 suíte) e 195 m² - 2169
"Blumenau, Itoupava Seca
Cód.: CA02955V";R$ 695.000,00;"2 quartos
2 suítes
2 vagas
120,0 m²";Casa no Bairro Itoupava Seca em Blumenau com 2 Dormitórios (2 suítes) e 120 m² - CA02955V
"Blumenau, Itoupava Seca
Cód.: 4191732";R$ 699.000,00;"2 quartos
2 suítes
2 vagas
125,0 m²";Casa no Bairro Itoupava Seca em Blumenau com 2 Dormitórios (2 suítes) e 125 m² - 4191732
"Blumenau, Salto Weissbach
Cód.: 2083";R$ 420.000,00;"2 quartos
2 suítes
95,0 m²";Casa no Bairro Salto Weissbach em Blumenau com 2 Dormitórios (2 suítes) e 95 m² - 2083
"Blumenau, Fortaleza
Cód.: 2161";R$ 420.000,00;"2 quartos
1 suíte
1 vaga
72,0 m²";Apartamento no Bairro Fortaleza em Blumenau com 2 Dormitórios (1 suíte) e 72 m² - 2161
"Blumenau, Velha
Cód.: CA0030";R$ 439.900,00;"2 quartos
2 suítes
1 vaga
80,0 m²";Casa no Bairro Velha em Blumenau com 2 Dormitórios (2 suítes) e 80 m² - CA0030
"Blumenau, Velha
Cód.: 1538";R$ 560.000,00;"3 quartos
1 suíte
2 vagas
88,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 88 m² - 1538
"Blumenau, Vila Nova
Cód.: 529";R$ 579.000,00;"3 quartos
3 suítes
2 vagas
106,0 m²";Apartamento no Bairro Vila Nova em Blumenau com 3 Dormitórios (3 suítes) e 106 m² - 529
"Blumenau, Centro
Cód.: AP3556";R$ 870.000,00;"3 quartos
3 suítes
2 vagas
106,0 m²";Apartamento no Bairro Centro em Blumenau com 3 Dormitórios (3 suítes) e 106 m² - AP3556
"Blumenau, Água Verde
Cód.: 2041";R$ 1.300.000,00;"4 quartos
1 suíte
4 vagas
398,0 m²";Casa no Bairro Água Verde em Blumenau com 4 Dormitórios (1 suíte) e 398 m² - 2041
"Blumenau, Itoupava Seca
Cód.: 3479150";R$ 670.000,00;"3 quartos
1 suíte
2 vagas
104,0 m²";Apartamento no Bairro Itoupava Seca em Blumenau com 3 Dormitórios (1 suíte) e 104 m² - 3479150
"Blumenau, Vorstadt
Cód.: 1476";R$ 585.000,00;"3 quartos
1 suíte
2 vagas
132,0 m²";Casa no Bairro Vorstadt em Blumenau com 3 Dormitórios (1 suíte) e 132 m² - 1476
"Blumenau, Itoupava Norte
Cód.: 1744";R$ 400.000,00;"2 quartos
1 suíte
1 vaga
75,0 m²";Apartamento no Bairro Itoupava Norte em Blumenau com 2 Dormitórios (1 suíte) e 75 m² - 1744
"Blumenau, Velha
Cód.: 2693";R$ 799.000,00;"3 quartos
1 suíte
3 vagas";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) - 2693
"Blumenau, Velha
Cód.: 1441";R$ 1.200.000,00;"3 quartos
1 suíte
2 vagas
260,0 m²";Casa no Bairro Velha em Blumenau com 3 Dormitórios (1 suíte) e 260 m² - 1441
"Blumenau, Fortaleza Alta
Cód.: 1976";R$ 370.000,00;"3 quartos
2 suítes
1 vaga
98,0 m²";Casa no Bairro Fortaleza Alta em Blumenau com 3 Dormitórios (2 suítes) e 98 m² - 1976
"Blumenau, Água Verde
Cód.: 8170";R$ 1.280.000,00;"3 quartos
1 suíte
2 vagas
179,5 m²";Casa no Bairro Água Verde em Blumenau com 3 Dormitórios (1 suíte) e 179.47 m² - 8170
"Blumenau, Jardim Blumenau
Cód.: AP07964V";R$ 2.000.000,00;"3 quartos
3 suítes
2 vagas
170,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (3 suítes) e 170 m² - AP07964V
"Blumenau, Jardim Blumenau
Cód.: GD0017";R$ 3.990.000,00;"3 quartos
3 suítes
3 vagas
373,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 3 Dormitórios (3 suítes) e 373 m² - GD0017
"Blumenau, Victor Konder
Cód.: AP04";R$ 980.000,00;"4 quartos
4 suítes
3 vagas
168,0 m²";Apartamento no Bairro Victor Konder em Blumenau com 4 Dormitórios (4 suítes) e 168 m² - AP04
"Blumenau, Velha
Cód.: SB-077";R$ 1.200.000,00;"3 quartos
3 suítes
2 vagas
134,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 134 m² - SB-077
"Blumenau, Velha
Cód.: SB-078";R$ 1.380.000,00;"3 quartos
3 suítes
2 vagas
135,0 m²";Apartamento no Bairro Velha em Blumenau com 3 Dormitórios (3 suítes) e 135 m² - SB-078
"Blumenau, Fortaleza Alta
Cód.: 2194";R$ 1.499.000,00;"3 quartos
1 suíte
2 vagas
283,0 m²";Casa no Bairro Fortaleza Alta em Blumenau com 3 Dormitórios (1 suíte) e 283 m² - 2194
"Blumenau, Jardim Blumenau
Cód.: AP1926";R$ 6.800.000,00;"4 quartos
3 suítes
4 vagas
330,0 m²";Apartamento no Bairro Jardim Blumenau em Blumenau com 4 Dormitórios (3 suítes) e 330 m² - AP1926
"Blumenau, Fortaleza
Cód.: 1721";R$ 359.000,00;"3 quartos
1 vaga
79,0 m²";Apartamento no Bairro Fortaleza em Blumenau com 3 Dormitórios e 79 m² - 1721
"Blumenau, Água Verde
Cód.: SO0496";R$ 370.000,00;"2 quartos
2 suítes
1 vaga
67,0 m²";Casa no Bairro Água Verde em Blumenau com 2 Dormitórios (2 suítes) e 67 m² - SO0496
