Bairros,Valores,Quartos,Suítes,Vagas,Tamanho,Tipo
Jardim Blumenau,2300000.0,4.0,4.0,5.0,321.0,Apartamento
Jardim Blumenau,2300000.0,4.0,4.0,5.0,321.0,Apartamento
Itoupava Norte,2300000.0,3.0,3.0,2.0,402.0,Casa
Jardim Blumenau,2350000.0,3.0,3.0,3.0,217.0,Apartamento
Vorstadt,2350000.0,3.0,1.0,4.0,229.0,Casa
Jardim Blumenau,2350000.0,3.0,3.0,3.0,217.0,Apartamento
Vila Nova,2350000.0,5.0,2.0,2.0,400.0,Casa
Ribeirão Fresco,2350000.0,3.0,1.0,7.0,435.0,Casa
Itoupava Seca,2350500.0,4.0,3.0,4.0,350.0,Casa
Boa Vista,2380000.0,3.0,3.0,2.0,278.0,Casa
Garcia,2380000.0,4.0,2.0,4.0,399.0,Casa
Vila Nova,2400000.0,3.0,3.0,4.0,500.0,Casa
Jardim Blumenau,2450000.0,4.0,4.0,3.0,218.0,Apartamento
Jardim Blumenau,2450000.0,3.0,3.0,3.0,199.0,Apartamento
Salto Norte,2490000.0,3.0,1.0,2.0,400.0,Casa
Jardim Blumenau,2499000.0,3.0,3.0,2.0,235.0,Apartamento
Jardim Blumenau,2500000.0,4.0,4.0,3.0,218.0,Apartamento
Jardim Blumenau,2500000.0,4.0,4.0,3.0,290.0,Apartamento
Jardim Blumenau,2500000.0,4.0,4.0,3.0,218.0,Apartamento
Centro,2500000.0,4.0,0.0,3.0,218.0,Apartamento
Vila Nova,2500000.0,3.0,3.0,3.0,215.0,Apartamento
Garcia,2500000.0,4.0,2.0,4.0,286.0,Casa
Itoupava Norte,2500000.0,3.0,2.0,2.0,500.0,Casa
Itoupava Seca,2500000.0,3.0,3.0,4.0,203.0,Apartamento
Jardim Blumenau,2500000.0,3.0,3.0,3.0,218.0,Apartamento
Vila Nova,2500000.0,3.0,3.0,3.0,214.0,Apartamento
Jardim Blumenau,2500000.0,4.0,4.0,3.0,218.0,Apartamento
Itoupava Central,2500000.0,3.0,3.0,2.0,280.0,Casa
Itoupava Central,2500000.0,3.0,3.0,3.0,277.0,Casa
Vorstadt,2500000.0,5.0,0.0,4.0,258.0,Casa
Jardim Blumenau,2500000.0,4.0,4.0,4.0,320.8,Apartamento
Velha,2500000.0,5.0,2.0,4.0,432.0,Casa
Velha,2500000.0,4.0,3.0,3.0,325.0,Casa
Centro,2500000.0,4.0,4.0,3.0,700.0,Casa
Itoupava Norte,2500000.0,4.0,3.0,24.0,730.0,Casa
Jardim Blumenau,2590000.0,5.0,3.0,3.0,488.2,Apartamento
Jardim Blumenau,2590000.0,5.0,3.0,4.0,489.0,Apartamento
Victor Konder,2600000.0,3.0,3.0,3.0,204.0,Apartamento
Ponta Aguda,2600000.0,3.0,3.0,3.0,190.0,Apartamento
Velha,2600000.0,3.0,1.0,7.0,605.0,Casa
Badenfurt,2600000.0,4.0,0.0,2.0,700.0,Casa
Itoupava Seca,2650000.0,2.0,2.0,2.0,274.0,Casa
Jardim Blumenau,2650000.0,3.0,3.0,3.0,199.0,Apartamento
Jardim Blumenau,2650000.0,4.0,4.0,3.0,322.0,Apartamento
Itoupava Norte,2670000.0,3.0,2.0,4.0,550.0,Casa
Bom Retiro,2700000.0,3.0,3.0,3.0,200.0,Apartamento
Água Verde,2700000.0,3.0,3.0,4.0,230.0,Apartamento
Itoupava Norte,2700000.0,5.0,3.0,4.0,345.0,Casa
Jardim Blumenau,2700000.0,4.0,4.0,8.0,836.0,Casa
Itoupava Central,2750000.0,3.0,3.0,4.0,433.0,Casa
Itoupava Central,2750000.0,4.0,4.0,3.0,460.0,Casa
Itoupava Central,2750000.0,3.0,3.0,4.0,432.9,Casa
Itoupava Central,2750000.0,4.0,4.0,3.0,460.0,Casa
Escola Agrícola,2790000.0,3.0,3.0,3.0,368.0,Casa
Ponta Aguda,2800000.0,4.0,4.0,3.0,208.0,Apartamento
Victor Konder,2800000.0,3.0,3.0,3.0,203.0,Apartamento
Vila Nova,2800000.0,3.0,3.0,4.0,300.0,Casa
Victor Konder,2800000.0,3.0,3.0,3.0,203.0,Apartamento
Vila Nova,2800000.0,3.0,3.0,2.0,299.0,Casa
Jardim Blumenau,2800000.0,3.0,3.0,4.0,198.0,Apartamento
Jardim Blumenau,2800000.0,3.0,3.0,4.0,200.0,Apartamento
Jardim Blumenau,2800000.0,4.0,4.0,3.0,320.0,Apartamento
Jardim Blumenau,2800000.0,5.0,4.0,3.0,320.0,Apartamento
Itoupava Central,2800000.0,3.0,3.0,2.0,262.0,Casa
Velha,2800000.0,5.0,2.0,2.0,440.0,Casa
Velha,2800000.0,3.0,1.0,4.0,395.0,Casa
Velha,2800000.0,3.0,1.0,4.0,440.0,Casa
Jardim Blumenau,2850000.0,4.0,2.0,7.0,500.0,Casa
Jardim Blumenau,2850000.0,4.0,4.0,3.0,321.0,Apartamento
Jardim Blumenau,2850000.0,4.0,4.0,4.0,432.0,Apartamento
Bom Retiro,2868320.0,3.0,3.0,3.0,200.0,Apartamento
Centro,2899420.0,3.0,3.0,4.0,287.9,Apartamento
Ponta Aguda,2900000.0,3.0,3.0,4.0,380.0,Casa
Velha,2900000.0,3.0,3.0,3.0,201.0,Apartamento
Ponta Aguda,2900000.0,3.0,3.0,4.0,326.0,Casa
Centro,2900000.0,4.0,4.0,3.0,296.0,Apartamento
Salto Norte,2900000.0,4.0,0.0,1.0,612.0,Casa
Bom Retiro,2924480.0,3.0,3.0,3.0,200.0,Apartamento
Centro,2929000.0,3.0,3.0,4.0,287.0,Apartamento
Jardim Blumenau,2950000.0,3.0,3.0,2.0,285.0,Apartamento
Ponta Aguda,2950000.0,4.0,4.0,6.0,400.0,Casa
Itoupava Central,2950000.0,4.0,4.0,9.0,462.0,Casa
Itoupava Central,2950000.0,4.0,4.0,0.0,460.0,Casa
Itoupava Central,2950000.0,4.0,4.0,6.0,460.0,Casa
Jardim Blumenau,2950000.0,3.0,3.0,3.0,282.0,Apartamento
Vila Nova,2950000.0,5.0,2.0,8.0,500.0,Casa
Vila Nova,2950000.0,3.0,1.0,6.0,500.0,Casa
Vila Nova,2950000.0,3.0,1.0,3.0,450.0,Casa
Escola Agrícola,2980000.0,3.0,3.0,4.0,422.0,Casa
Escola Agrícola,2980000.0,3.0,3.0,2.0,422.4,Casa
Itoupava Seca,2980000.0,3.0,3.0,4.0,301.0,Casa
Escola Agrícola,2980000.0,3.0,3.0,4.0,422.0,Casa
Escola Agrícola,2980000.0,3.0,3.0,3.0,422.0,Casa
Escola Agrícola,2980000.0,3.0,3.0,3.0,422.0,Casa
Ponta Aguda,2990000.0,4.0,4.0,6.0,400.0,Casa
Ponta Aguda,2999000.0,3.0,3.0,5.0,324.0,Apartamento
Jardim Blumenau,2999000.0,4.0,2.0,3.0,371.0,Apartamento
Ponta Aguda,2999999.0,3.0,3.0,5.0,324.0,Apartamento
Bom Retiro,3000000.0,3.0,3.0,2.0,199.0,Apartamento
Centro,3000000.0,4.0,4.0,6.0,650.0,Casa
Victor Konder,3000000.0,3.0,3.0,3.0,204.0,Apartamento
Jardim Blumenau,3000000.0,4.0,4.0,3.0,235.0,Apartamento
Itoupava Norte,3000000.0,3.0,1.0,3.0,310.0,Casa
Jardim Blumenau,3000000.0,4.0,3.0,4.0,339.0,Apartamento
Ponta Aguda,3000000.0,5.0,3.0,5.0,376.0,Apartamento
Itoupava Seca,3000000.0,4.0,4.0,6.0,361.0,Apartamento
Itoupava Norte,3000000.0,5.0,4.0,3.0,452.0,Casa
Velha,3100000.0,3.0,3.0,3.0,262.0,Apartamento
Velha,3100000.0,3.0,3.0,3.0,262.0,Apartamento
Itoupava Central,3100000.0,4.0,2.0,5.0,407.8,Casa
Victor Konder,3100500.0,4.0,3.0,3.0,203.0,Apartamento
Ponta Aguda,3200000.0,3.0,3.0,4.0,350.0,Apartamento
Ponta Aguda,3200000.0,3.0,1.0,4.0,420.0,Casa
Ponta Aguda,3200000.0,3.0,3.0,5.0,190.0,Apartamento
Ponta Aguda,3200000.0,3.0,1.0,4.0,330.0,Casa
Itoupava Central,3200000.0,3.0,3.0,6.0,421.0,Casa
Velha,3200000.0,3.0,3.0,3.0,262.0,Apartamento
Itoupava Central,3200000.0,3.0,3.0,6.0,422.0,Casa
Vorstadt,3200000.0,3.0,3.0,2.0,325.0,Casa
Velha,3200000.0,4.0,2.0,4.0,464.3,Casa
Itoupava Central,3200000.0,4.0,4.0,3.0,468.0,Casa
Itoupava Seca,3200000.0,4.0,2.0,4.0,485.0,Casa
Jardim Blumenau,3300000.0,4.0,4.0,4.0,265.0,Apartamento
Vorstadt,3300000.0,4.0,4.0,4.0,713.0,Apartamento
Centro,3350000.0,3.0,1.0,3.0,513.0,Casa
Itoupava Norte,3465000.0,4.0,1.0,3.0,330.0,Casa
Ponta Aguda,3500000.0,3.0,3.0,4.0,313.0,Apartamento
Ponta Aguda,3500000.0,5.0,4.0,5.0,375.0,Apartamento
Jardim Blumenau,3500000.0,3.0,3.0,4.0,258.0,Apartamento
Itoupava Seca,3500000.0,3.0,1.0,5.0,312.0,Casa
Itoupava Seca,3500000.0,3.0,1.0,3.0,253.0,Casa
Itoupava Seca,3500000.0,4.0,1.0,5.0,313.0,Casa
Jardim Blumenau,3500000.0,3.0,3.0,4.0,258.0,Apartamento
Jardim Blumenau,3500000.0,4.0,4.0,4.0,227.0,Apartamento
Centro,3500000.0,4.0,4.0,3.0,247.0,Apartamento
Itoupava Norte,3500000.0,4.0,2.0,4.0,550.0,Casa
Itoupava Norte,3500000.0,4.0,2.0,4.0,535.0,Casa
Velha,3500000.0,3.0,1.0,4.0,605.0,Casa
Jardim Blumenau,3600000.0,3.0,3.0,4.0,265.0,Apartamento
Ponta Aguda,3600000.0,3.0,3.0,4.0,325.0,Casa
Vila Nova,3600000.0,4.0,4.0,4.0,344.0,Apartamento
Boa Vista,3600000.0,6.0,6.0,0.0,486.5,Casa
Velha,3600000.0,4.0,4.0,3.0,720.0,Casa
Ponta Aguda,3650000.0,3.0,3.0,4.0,325.0,Casa
Itoupava Central,3750000.0,4.0,2.0,5.0,425.0,Casa
Jardim Blumenau,3800000.0,4.0,4.0,4.0,400.0,Apartamento
Jardim Blumenau,3800000.0,4.0,2.0,4.0,420.0,Casa
Jardim Blumenau,3800000.0,4.0,4.0,4.0,265.0,Apartamento
Centro,3800000.0,5.0,3.0,2.0,454.0,Apartamento
Ponta Aguda,3800000.0,4.0,4.0,4.0,350.0,Apartamento
Itoupava Norte,3900000.0,3.0,1.0,5.0,750.0,Casa
Jardim Blumenau,3950000.0,3.0,3.0,4.0,223.0,Apartamento
Itoupava Central,3980000.0,4.0,4.0,4.0,400.0,Casa
Jardim Blumenau,3990000.0,3.0,3.0,3.0,373.0,Apartamento
Itoupava Norte,3995000.0,4.0,3.0,4.0,535.0,Casa
Itoupava Norte,3995000.0,4.0,3.0,3.0,534.0,Casa
Jardim Blumenau,4000000.0,4.0,4.0,5.0,265.0,Apartamento
Itoupava Seca,4000000.0,3.0,3.0,2.0,400.0,Casa
Jardim Blumenau,4000000.0,4.0,4.0,5.0,265.0,Apartamento
Vorstadt,4200000.0,4.0,1.0,5.0,474.0,Casa
Jardim Blumenau,4239000.0,3.0,3.0,4.0,332.0,Apartamento
Jardim Blumenau,4350000.0,3.0,3.0,4.0,331.0,Apartamento
Jardim Blumenau,4400000.0,3.0,3.0,4.0,331.0,Apartamento
Escola Agrícola,4500000.0,4.0,1.0,10.0,810.0,Casa
Escola Agrícola,4500000.0,4.0,1.0,1.0,450.0,Casa
Ponta Aguda,4500000.0,4.0,4.0,4.0,401.0,Apartamento
Jardim Blumenau,4500000.0,3.0,3.0,4.0,406.0,Apartamento
Jardim Blumenau,4500000.0,3.0,3.0,6.0,406.0,Apartamento
Jardim Blumenau,4500000.0,4.0,4.0,4.0,400.0,Apartamento
Centro,4500000.0,0.0,0.0,13.0,520.0,Casa
Escola Agrícola,4500000.0,4.0,1.0,10.0,435.0,Casa
Escola Agrícola,4600000.0,6.0,6.0,16.0,725.0,Casa
Itoupava Norte,4780000.0,6.0,4.0,4.0,551.2,Casa
Ponta Aguda,4800000.0,4.0,4.0,5.0,450.0,Apartamento
Centro,4800000.0,4.0,4.0,4.0,450.0,Apartamento
Ponta Aguda,4800000.0,4.0,4.0,4.0,402.0,Apartamento
Ponta Aguda,4850000.0,5.0,5.0,4.0,570.0,Apartamento
Jardim Blumenau,4900000.0,5.0,4.0,5.0,450.0,Apartamento
Ponta Aguda,5000000.0,4.0,4.0,4.0,401.0,Apartamento
Ponta Aguda,5000000.0,4.0,4.0,4.0,401.0,Apartamento
Ponta Aguda,5000000.0,4.0,4.0,4.0,402.0,Apartamento
Ponta Aguda,5000000.0,4.0,4.0,4.0,402.0,Apartamento
Garcia,5200000.0,4.0,2.0,4.0,650.0,Casa
Garcia,5200000.0,4.0,2.0,4.0,599.0,Casa
Garcia,5200000.0,4.0,2.0,3.0,650.0,Casa
Garcia,5200000.0,4.0,2.0,10.0,598.0,Casa
Água Verde,5300000.0,6.0,4.0,4.0,633.0,Casa
Ponta Aguda,5500000.0,4.0,4.0,4.0,402.0,Apartamento
Ponta Aguda,5600000.0,4.0,4.0,4.0,400.0,Apartamento
Escola Agrícola,5950000.0,3.0,3.0,3.0,442.0,Casa
Ponta Aguda,6000000.0,5.0,5.0,4.0,352.0,Apartamento
Água Verde,6500000.0,4.0,3.0,0.0,750.0,Casa
Água Verde,6500000.0,4.0,3.0,6.0,750.0,Casa
Velha,6500000.0,4.0,3.0,6.0,750.0,Casa
Velha,6500000.0,4.0,3.0,6.0,750.0,Casa
Velha,6570000.0,4.0,0.0,4.0,745.0,Casa
Jardim Blumenau,7400000.0,3.0,3.0,5.0,332.0,Apartamento
Jardim Blumenau,7400000.0,3.0,3.0,5.0,333.0,Apartamento
Jardim Blumenau,7400000.0,3.0,3.0,4.0,332.0,Apartamento
Centro,8000000.0,4.0,1.0,50.0,400.0,Casa
Vorstadt,8300000.0,5.0,5.0,8.0,991.2,Casa
Água Verde,480000.0,4.0,0.0,2.0,98.0,Casa
Velha,730000.0,3.0,1.0,2.0,145.0,Casa
Bom Retiro,2850000.0,3.0,3.0,3.0,199.0,Apartamento
Itoupava Central,2350000.0,3.0,1.0,2.0,328.0,Casa
Água Verde,520000.0,2.0,1.0,1.0,79.0,Apartamento
Velha Central,750000.0,3.0,1.0,2.0,194.0,Casa
Vila Nova,1300000.0,3.0,3.0,2.0,148.0,Apartamento
Ponta Aguda,1490000.0,2.0,2.0,3.0,183.0,Apartamento
Itoupava Central,306000.0,2.0,0.0,1.0,52.0,Apartamento
Itoupava Central,312000.0,2.0,0.0,2.0,63.4,Casa
Jardim Blumenau,1350000.0,3.0,3.0,3.0,134.0,Apartamento
Escola Agrícola,620000.0,2.0,2.0,2.0,84.0,Apartamento
Ponta Aguda,5800000.0,4.0,4.0,4.0,400.0,Apartamento
Água Verde,600000.0,3.0,1.0,2.0,364.0,Casa
Escola Agrícola,349900.0,2.0,1.0,1.0,63.0,Apartamento
Velha,850000.0,3.0,1.0,2.0,96.0,Apartamento
Ponta Aguda,7208000.0,4.0,4.0,4.0,350.0,Apartamento
Itoupava Seca,395000.0,1.0,1.0,2.0,53.0,Apartamento
Salto Norte,427000.0,2.0,0.0,1.0,118.0,Casa
Itoupava Norte,450000.0,3.0,0.0,2.0,127.0,Casa
Itoupava Norte,1750000.0,4.0,2.0,3.0,330.6,Casa
Velha,320000.0,2.0,0.0,1.0,54.0,Apartamento
Água Verde,480000.0,3.0,1.0,1.0,71.3,Apartamento
Victor Konder,2100000.0,3.0,3.0,3.0,172.0,Apartamento
Ponta Aguda,722000.0,3.0,3.0,0.0,280.0,Apartamento
Vila Nova,1117000.0,3.0,1.0,2.0,111.0,Apartamento
Itoupava Central,365000.0,2.0,1.0,1.0,93.4,Casa
Água Verde,790000.0,7.0,0.0,3.0,450.0,Casa
Victor Konder,900000.0,4.0,2.0,2.0,252.0,Apartamento
Nova Esperança,1100000.0,4.0,1.0,2.0,250.0,Casa
Itoupava Seca,1280000.0,3.0,1.0,2.0,235.0,Casa
Itoupava Norte,658000.0,3.0,2.0,2.0,94.0,Apartamento
Itoupava Seca,2100000.0,4.0,0.0,5.0,310.0,Casa
Boa Vista,450000.0,2.0,2.0,1.0,79.0,Casa
Vila Nova,530000.0,2.0,1.0,1.0,68.0,Apartamento
Velha,900000.0,2.0,2.0,2.0,86.0,Apartamento
Centro,2345000.0,3.0,0.0,4.0,350.0,Casa
Itoupava Norte,1100000.0,5.0,1.0,4.0,331.0,Casa
Itoupava Seca,375000.0,1.0,1.0,1.0,53.0,Apartamento
Vorstadt,1400000.0,3.0,1.0,6.0,352.0,Casa
Escola Agrícola,650000.0,3.0,1.0,1.0,120.0,Casa
Itoupava Seca,990000.0,3.0,1.0,2.0,289.0,Casa
Velha,248000.0,3.0,0.0,1.0,66.0,Apartamento
Velha,785000.0,3.0,1.0,2.0,115.0,Apartamento
Velha,1200000.0,3.0,3.0,2.0,136.0,Apartamento
Victor Konder,1490000.0,3.0,3.0,2.0,137.0,Apartamento
Tribess,399000.0,2.0,2.0,1.0,84.0,Casa
Água Verde,480000.0,3.0,1.0,2.0,80.5,Apartamento
Fortaleza,860000.0,3.0,1.0,3.0,230.0,Casa
Vila Nova,550000.0,2.0,1.0,2.0,74.0,Apartamento
Vila Nova,1090000.0,3.0,1.0,2.0,111.0,Apartamento
Jardim Blumenau,2000000.0,3.0,3.0,4.0,216.0,Apartamento
Garcia,448500.0,3.0,0.0,1.0,88.0,Apartamento
Jardim Blumenau,1190000.0,3.0,3.0,3.0,162.0,Apartamento
Victor Konder,1200000.0,3.0,1.0,2.0,140.0,Apartamento
Jardim Blumenau,1700000.0,3.0,3.0,3.0,162.0,Apartamento
Jardim Blumenau,2500000.0,4.0,4.0,3.0,218.0,Apartamento
Victor Konder,450000.0,2.0,1.0,1.0,94.0,Apartamento
Velha,650000.0,2.0,1.0,2.0,97.0,Apartamento
Velha,890000.0,4.0,1.0,2.0,500.0,Casa
Vorstadt,1600000.0,3.0,1.0,4.0,167.0,Casa
Vila Nova,580000.0,3.0,1.0,2.0,111.0,Apartamento
Victor Konder,680000.0,3.0,1.0,1.0,211.0,Apartamento
Jardim Blumenau,2450000.0,3.0,3.0,2.0,202.0,Apartamento
Ponta Aguda,4300000.0,4.0,4.0,4.0,410.0,Apartamento
Fortaleza,330000.0,2.0,0.0,1.0,73.1,Casa
Ponta Aguda,870000.0,3.0,3.0,2.0,286.0,Apartamento
Vila Nova,1090000.0,3.0,3.0,3.0,193.0,Apartamento
Itoupavazinha,394900.0,2.0,0.0,2.0,85.0,Casa
Jardim Blumenau,1400000.0,3.0,3.0,2.0,112.0,Apartamento
Salto,1490000.0,4.0,2.0,3.0,861.0,Casa
Água Verde,380000.0,2.0,1.0,2.0,74.0,Apartamento
Itoupava Norte,1299000.0,3.0,3.0,2.0,206.4,Casa
Jardim Blumenau,1346000.0,3.0,3.0,2.0,155.0,Apartamento
Escola Agrícola,372923.0,2.0,0.0,1.0,54.0,Apartamento
Garcia,440000.0,3.0,1.0,1.0,110.0,Apartamento
Velha,690000.0,2.0,1.0,2.0,80.0,Apartamento
Itoupava Seca,796243.0,3.0,3.0,2.0,82.3,Apartamento
Itoupava Seca,650000.0,2.0,2.0,2.0,93.0,Casa
Itoupava Seca,890000.0,2.0,1.0,2.0,108.0,Apartamento
Escola Agrícola,950000.0,3.0,3.0,2.0,117.0,Apartamento
Bom Retiro,1871000.0,3.0,3.0,3.0,199.0,Apartamento
Itoupava Central,380000.0,2.0,0.0,1.0,56.7,Casa
Itoupava Central,380000.0,2.0,0.0,1.0,60.8,Casa
Escola Agrícola,560000.0,3.0,1.0,2.0,115.0,Apartamento
Escola Agrícola,668000.0,3.0,3.0,2.0,107.0,Apartamento
Água Verde,1200000.0,4.0,2.0,2.0,335.0,Casa
Ponta Aguda,2190000.0,5.0,3.0,2.0,400.0,Casa
Vila Nova,499000.0,3.0,1.0,1.0,92.1,Apartamento
Fortaleza Alta,720000.0,3.0,1.0,4.0,155.0,Casa
Fortaleza Alta,320000.0,2.0,0.0,2.0,80.0,Casa
Velha Central,900000.0,4.0,0.0,2.0,191.0,Casa
Centro,950000.0,2.0,2.0,2.0,95.0,Apartamento
Itoupava Central,1000000.0,3.0,1.0,6.0,306.0,Casa
Velha,1100000.0,3.0,1.0,4.0,161.0,Casa
Itoupava Seca,1990000.0,6.0,4.0,3.0,420.0,Casa
Jardim Blumenau,2200000.0,4.0,4.0,4.0,320.8,Apartamento
Jardim Blumenau,2798000.0,4.0,4.0,3.0,320.0,Apartamento
Itoupava Central,240000.0,2.0,0.0,1.0,50.0,Apartamento
Itoupavazinha,259000.0,2.0,0.0,1.0,67.0,Apartamento
Velha Central,310000.0,2.0,1.0,1.0,64.0,Apartamento
Itoupava Central,312000.0,2.0,0.0,2.0,63.0,Casa
Garcia,320000.0,2.0,0.0,1.0,54.0,Apartamento
Itoupava Central,340000.0,2.0,0.0,2.0,80.0,Casa
Fortaleza,350000.0,2.0,2.0,2.0,70.0,Casa
Salto Weissbach,355000.0,3.0,1.0,1.0,86.3,Apartamento
Itoupava Norte,358000.0,2.0,1.0,1.0,59.0,Apartamento
Fortaleza,365000.0,2.0,1.0,0.0,70.0,Apartamento
Velha,372000.0,2.0,1.0,1.0,59.0,Apartamento
Testo Salto,389000.0,3.0,1.0,0.0,160.0,Casa
Vila Nova,390000.0,2.0,2.0,2.0,79.0,Casa
Velha,399000.0,3.0,1.0,1.0,99.0,Apartamento
Boa Vista,410000.0,2.0,1.0,1.0,67.0,Apartamento
Velha,420000.0,2.0,0.0,1.0,71.0,Casa
Velha,450000.0,3.0,1.0,2.0,84.0,Apartamento
Boa Vista,459000.0,3.0,1.0,0.0,203.0,Casa
Victor Konder,480000.0,2.0,1.0,1.0,67.0,Apartamento
Água Verde,480000.0,3.0,0.0,2.0,188.0,Casa
Escola Agrícola,490000.0,3.0,3.0,2.0,126.0,Casa
Itoupava Seca,495000.0,2.0,2.0,2.0,81.0,Apartamento
Vorstadt,500000.0,3.0,1.0,1.0,180.0,Apartamento
Vila Nova,500000.0,3.0,1.0,1.0,92.0,Apartamento
Fortaleza Alta,520000.0,3.0,1.0,2.0,113.0,Casa
Centro,538622.0,1.0,0.0,1.0,94.0,Apartamento
Vila Formosa,550000.0,3.0,1.0,2.0,92.0,Apartamento
Salto,550000.0,2.0,1.0,2.0,81.0,Apartamento
Itoupava Central,570000.0,3.0,1.0,1.0,113.0,Casa
Velha,574000.0,3.0,1.0,2.0,78.0,Apartamento
Itoupava Seca,575000.0,2.0,2.0,2.0,75.0,Apartamento
Velha,580000.0,2.0,2.0,2.0,119.0,Casa
Água Verde,585000.0,3.0,1.0,2.0,121.0,Casa
Vila Nova,590000.0,3.0,1.0,1.0,118.0,Casa
Velha,600000.0,2.0,2.0,2.0,81.0,Apartamento
Vila Nova,600000.0,3.0,1.0,2.0,148.0,Apartamento
Salto Weissbach,640000.0,3.0,1.0,1.0,109.5,Casa
Victor Konder,650000.0,3.0,1.0,2.0,94.0,Apartamento
Velha,650000.0,3.0,1.0,2.0,120.0,Apartamento
Velha,680000.0,2.0,1.0,1.0,107.0,Apartamento
Escola Agrícola,690000.0,4.0,2.0,2.0,250.0,Casa
Velha,723000.0,3.0,3.0,2.0,108.0,Apartamento
Itoupava Seca,725000.0,2.0,2.0,2.0,102.0,Apartamento
Itoupava Seca,727388.0,2.0,1.0,1.0,119.3,Apartamento
Vila Nova,745000.0,3.0,3.0,2.0,99.0,Apartamento
Velha,750000.0,3.0,1.0,4.0,236.0,Casa
Velha,750000.0,3.0,1.0,2.0,153.0,Casa
Velha,750000.0,3.0,3.0,2.0,103.0,Apartamento
Água Verde,765000.0,3.0,3.0,2.0,110.0,Apartamento
Água Verde,770000.0,3.0,3.0,2.0,110.0,Apartamento
Vila Nova,773000.0,3.0,1.0,2.0,99.0,Apartamento
Victor Konder,783241.0,3.0,1.0,2.0,144.9,Apartamento
Fortaleza,800000.0,3.0,1.0,4.0,141.6,Casa
Valparaiso,835000.0,3.0,3.0,2.0,105.0,Apartamento
Victor Konder,850000.0,3.0,1.0,2.0,83.0,Apartamento
Escola Agrícola,850000.0,3.0,2.0,2.0,107.0,Apartamento
Escola Agrícola,850000.0,3.0,2.0,4.0,120.0,Apartamento
Água Verde,850000.0,5.0,2.0,5.0,226.0,Casa
Escola Agrícola,890000.0,4.0,1.0,4.0,538.0,Casa
Itoupava Central,890000.0,3.0,1.0,2.0,100.0,Apartamento
Escola Agrícola,920000.0,3.0,2.0,2.0,107.8,Apartamento
Velha,929000.0,3.0,3.0,2.0,102.6,Apartamento
Jardim Blumenau,950000.0,3.0,3.0,2.0,96.0,Apartamento
Ponta Aguda,950000.0,3.0,3.0,2.0,134.0,Apartamento
Garcia,979000.0,3.0,1.0,4.0,291.0,Casa
Escola Agrícola,999000.0,4.0,1.0,3.0,240.0,Casa
Fortaleza,1100000.0,3.0,1.0,2.0,337.0,Casa
Ponta Aguda,1250000.0,5.0,0.0,4.0,447.0,Casa
Vorstadt,1289000.0,3.0,3.0,2.0,193.0,Apartamento
Velha,1350000.0,3.0,1.0,2.0,261.7,Casa
Victor Konder,1430000.0,3.0,3.0,2.0,134.0,Apartamento
Vila Nova,1450000.0,4.0,2.0,2.0,400.0,Casa
Vorstadt,1600000.0,3.0,1.0,2.0,283.2,Casa
Vorstadt,1650000.0,5.0,4.0,0.0,320.0,Casa
Itoupava Seca,1696000.0,4.0,2.0,2.0,312.0,Casa
Velha,1890000.0,3.0,1.0,2.0,294.0,Casa
Ponta Aguda,2000000.0,3.0,3.0,4.0,457.0,Casa
Jardim Blumenau,2500000.0,4.0,4.0,3.0,218.0,Apartamento
Itoupava Seca,3500000.0,3.0,3.0,6.0,300.0,Casa
Fortaleza Alta,520000.0,3.0,1.0,2.0,135.0,Casa
Centro,920000.0,3.0,1.0,1.0,162.0,Apartamento
Salto Norte,1450000.0,3.0,3.0,3.0,354.0,Casa
Garcia,600000.0,3.0,1.0,2.0,400.0,Casa
Itoupavazinha,395000.0,2.0,2.0,2.0,80.0,Casa
Itoupava Seca,515000.0,2.0,2.0,2.0,75.3,Apartamento
Escola Agrícola,366631.0,2.0,0.0,2.0,60.1,Apartamento
Itoupava Seca,1250000.0,3.0,1.0,2.0,103.0,Apartamento
Água Verde,700000.0,5.0,0.0,3.0,232.0,Casa
Velha,850000.0,3.0,1.0,4.0,263.0,Casa
Fortaleza,930000.0,3.0,2.0,2.0,351.0,Casa
Vila Nova,2099000.0,3.0,3.0,3.0,166.0,Apartamento
Escola Agrícola,990000.0,3.0,0.0,2.0,160.0,Casa
Passo Manso,240000.0,2.0,0.0,1.0,67.1,Apartamento
Escola Agrícola,394000.0,2.0,1.0,1.0,63.0,Apartamento
Glória,395000.0,3.0,1.0,0.0,120.0,Casa
Itoupava Norte,395000.0,2.0,2.0,1.0,89.4,Casa
Glória,440000.0,3.0,1.0,2.0,260.0,Casa
Passo Manso,530000.0,3.0,0.0,2.0,145.0,Casa
Fortaleza,680000.0,3.0,1.0,4.0,194.0,Casa
Garcia,1300000.0,5.0,2.0,8.0,367.0,Casa
Garcia,2050000.0,3.0,1.0,2.0,280.0,Casa
Itoupava Norte,520000.0,3.0,1.0,2.0,122.0,Casa
Jardim Blumenau,3700000.0,4.0,4.0,4.0,400.0,Apartamento
Itoupava Central,367511.0,2.0,1.0,1.0,61.0,Apartamento
Itoupava Central,385629.0,2.0,0.0,1.0,57.0,Apartamento
Itoupava Central,463539.0,3.0,1.0,2.0,70.0,Apartamento
Velha,649000.0,2.0,1.0,4.0,127.0,Casa
Salto Norte,650000.0,3.0,1.0,2.0,222.0,Casa
